ID,Gender,Weight (kg),Height (cm),Size
3541,Male,15.6,89.1,S
3542,Female,33.4,155.5,M
3543,Female,20.5,92.5,S
3544,Male,34.5,160.4,XL
3545,Female,19.3,119.1,S
3546,Male,37.1,132.5,M
3547,Female,18.2,81.7,S
3548,Female,29.5,103.2,S
3549,Male,47.3,156.7,M
3550,Male,17.5,78.4,XS
3551,Male,27.2,98.2,S
3552,Female,38.3,149.1,M
3553,Male,30.1,152.2,M
3554,Female,41.8,149.6,M
3555,Male,22.6,100.4,S
3556,Female,16.9,72.5,XS
3557,Male,-2.6,58.9,XS
3558,Male,31.6,125.4,M
3559,Male,20.2,77.7,XS
3560,Female,45.4,166.3,XL
3561,Female,26.7,109.1,S
3562,Female,22.1,119,S
3563,Male,23.9,88.3,S
3564,Female,18.9,127.5,XL
3565,Male,8.1,74.4,XS
3566,Male,41.5,171.2,XL
3567,Male,25.6,113.4,S
3568,Male,18.9,94.3,S
3569,Male,19.4,83.3,S
3570,Male,37.6,138.2,M
3571,Female,34.9,129,M
3572,Female,21.2,91.1,S
3573,Female,17.8,84.6,S
3574,Male,2.4,64.1,XS
3575,Female,31.1,114.9,M
3576,Female,17.9,103.3,S
3577,Female,11.9,69.6,XS
3578,Female,25.1,85.6,S
3579,Male,34.5,150.3,M
3580,Female,41.2,168,XL
3581,Male,42.4,135.5,M
3582,Female,6.7,62.1,XS
3583,Male,3,69.2,XS
3584,Male,25.6,135.5,XL
3585,Female,32.5,124,M
3586,Female,38.7,160.1,XL
3587,Male,16.3,58.9,XS
3588,Female,14.6,57.8,XS
3589,Female,21.7,116.9,S
3590,Male,33.5,131.2,M
3591,Female,16.3,78.9,XS
3592,Male,31.3,118.2,M
3593,Female,15.4,88.8,S
3594,Male,34,117.6,M
3595,Male,38.7,166.7,XL
3596,Female,37.9,165.8,XL
3597,Male,-0.8,52.6,XS
3598,Female,14.5,77.5,XS
3599,Male,49.4,177.5,XL
3600,Female,31.2,123.2,M
3601,Female,10.2,49.2,XS
3602,Male,37.6,129.7,M
3603,Male,44.6,177.6,XL
3604,Female,43.3,161.2,XL
3605,Female,33.1,169.8,XL
3606,Male,-2.8,69.6,XS
3607,Male,38.4,155.1,M
3608,Female,28.6,137.3,XL
3609,Male,37.7,146.4,M
3610,Male,31.8,132.4,M
3611,Female,34.5,148.7,M
3612,Male,24.2,128.2,XL
3613,Male,33.5,115,M
3614,Male,35.7,131.6,M
3615,Female,41.2,159.2,M
3616,Female,32.6,83.5,M
3617,Male,31.3,134.5,M
3618,Male,6,81.3,XS
3619,Male,25.6,119,S
3620,Female,31.4,113.8,M
3621,Male,4.4,62.8,XS
3622,Male,28.4,102.6,S
3623,Male,7.9,63.5,XS
3624,Female,14.6,72.2,XS
3625,Male,13.2,80.1,S
3626,Female,11.4,68.9,XS
3627,Male,24.1,87.7,S
3628,Female,27.8,113.3,S
3629,Male,33.7,140.1,M
3630,Male,35.4,125.2,M
3631,Female,38.9,169.6,XL
3632,Female,34.6,151.7,M
3633,Female,13.6,83.6,S
3634,Female,18.4,98.9,S
3635,Female,41,128.4,M
3636,Male,14.4,101.6,S
3637,Female,38.9,176.2,XL
3638,Female,11.5,75.5,XS
3639,Male,43.4,144.7,M
3640,Female,47.4,166.5,XL
3641,Female,46.9,168.9,XL
3642,Male,3.4,69.1,XS
3643,Female,1.5,53.7,XS
3644,Male,38.1,154,M
3645,Female,41.5,147.3,M
3646,Female,13.8,60.5,XS
3647,Male,27.1,97.4,S
3648,Female,37.8,150,M
3649,Female,13.8,68,XS
3650,Female,23.5,74.7,XS
3651,Male,28.3,125,XL
3652,Male,37.8,136.4,M
3653,Female,37,118.2,M
3654,Male,20,86.9,S
3655,Male,7.8,76.9,XS
3656,Female,44.4,151,M
3657,Male,30.9,111.6,M
3658,Female,41.7,172.4,XL
3659,Male,10.6,52.2,XS
3660,Male,32,119.8,M
3661,Male,23.3,84,S
3662,Male,38.1,136.1,M
3663,Male,53.1,155.9,L
3664,Male,10.8,65.3,XS
3665,Female,31.9,133.6,M
3666,Female,4.2,91,XS
3667,Male,11.6,71.5,XS
3668,Male,31,152.9,M
3669,Female,27.1,133.5,XL
3670,Female,16.5,60.2,XS
3671,Female,24.9,95.5,S
3672,Male,10.3,47.9,XS
3673,Male,3.4,74.6,XS
3674,Male,44.6,157.3,M
3675,Female,26.8,134.3,XL
3676,Female,46.9,165.5,XL
3677,Male,16,85.1,S
3678,Male,19.2,53.7,XS
3679,Male,30.7,110.8,M
3680,Female,20.7,106.7,S
3681,Female,37.1,151.3,M
3682,Male,10.9,56.8,XS
3683,Female,43.4,153.3,M
3684,Male,37.6,157.5,M
3685,Male,39.3,151.2,M
3686,Male,1.4,72.2,XS
3687,Female,2.8,61.1,XS
3688,Male,24.7,106.8,S
3689,Male,16.6,111.8,S
3690,Male,32.5,129.8,M
3691,Female,15.8,61.9,XS
3692,Male,21.5,99.6,S
3693,Male,42.2,145.5,M
3694,Female,10.5,57.3,XS
3695,Male,16.8,81.2,S
3696,Male,18.4,90.3,S
3697,Female,21.4,89.1,S
3698,Male,39,139.9,M
3699,Female,16.1,100.6,S
3700,Male,6.7,50.4,XS
3701,Female,34,98,M
3702,Female,23,103,S
3703,Female,39,169.1,XL
3704,Female,29.6,105.4,S
3705,Male,30.4,121.5,M
3706,Male,18,80.1,S
3707,Female,37.7,146.8,M
3708,Male,29.5,122.9,XL
3709,Male,38.7,172.4,XL
3710,Female,30.3,119.4,M
3711,Male,27.2,92.7,S
3712,Male,-7.5,51.8,XS
3713,Female,17.1,102.9,S
3714,Female,16.2,64.9,XS
3715,Female,18.5,121.5,XL
3716,Male,23.1,102.7,S
3717,Male,33.1,130.3,M
3718,Female,39.7,134.6,M
3719,Female,28.5,111,S
3720,Female,47,170.4,XL
3721,Female,16,92,S
3722,Female,40.1,149.5,M
3723,Female,32.7,162.9,XL
3724,Male,7.8,66.5,XS
3725,Female,39.3,177.6,XL
3726,Female,15.8,69.1,XS
3727,Male,23.8,118.7,S
3728,Female,23,108.2,S
3729,Male,6.9,37.8,XS
3730,Female,28.4,133.2,XL
3731,Male,29,138.6,XL
3732,Female,37.7,110.6,M
3733,Female,29.3,86.3,S
3734,Female,38.7,126.4,M
3735,Male,37.5,149,M
3736,Female,43.5,164.4,XL
3737,Male,20.5,83.4,S
3738,Female,23,132.7,XL
3739,Female,17.8,79.4,XS
3740,Male,33.8,138.5,M
3741,Female,48.3,175.8,XL
3742,Male,25.4,116.3,S
3743,Male,42.3,152,M
3744,Female,33.2,146.3,M
3745,Male,36.9,154.9,M
3746,Female,14.2,93.4,S
3747,Male,34.3,152.9,M
3748,Male,30.7,120.8,M
3749,Female,20.8,86.9,S
3750,Male,9.7,76.9,XS
3751,Female,36.9,136.1,M
3752,Male,27.9,88.6,S
3753,Male,49.8,171.4,XL
3754,Female,36.4,144.6,M
3755,Female,36.9,142.9,M
3756,Female,36.2,147.3,M
3757,Female,35.9,139.8,M
3758,Male,25.3,91.9,S
3759,Male,18.8,90.3,S
3760,Female,0.7,60.4,XS
3761,Male,34.8,123.7,M
3762,Female,2.6,41.6,XS
3763,Female,18.9,65.9,XS
3764,Male,4.6,62.1,XS
3765,Male,24.5,104,S
3766,Female,4,44.6,XS
3767,Male,9.5,52.4,XS
3768,Male,24.3,119.5,S
3769,Female,39.6,126,M
3770,Female,15,72.1,XS
3771,Female,16.5,92.1,S
3772,Male,1.3,54,XS
3773,Female,34.5,158.8,M
3774,Female,39.8,145.4,M
3775,Female,11.2,79.5,XS
3776,Male,8.3,64,XS
3777,Male,16,78.2,XS
3778,Male,33,120.4,M
3779,Female,32.2,145.3,M
3780,Male,34.9,129.8,M
3781,Female,20,95.3,S
3782,Female,9.4,84.7,XS
3783,Male,47.2,162.9,XL
3784,Male,27.5,110.2,S
3785,Female,33.9,134.2,M
3786,Female,41.2,161.1,XL
3787,Male,24,96.7,S
3788,Male,12.7,57.1,XS
3789,Male,9.1,58.8,XS
3790,Female,13.1,59.4,XS
3791,Male,12,96.5,S
3792,Female,22.1,103.5,S
3793,Female,43.4,170,XL
3794,Male,25.3,106.5,S
3795,Female,37.5,150.8,M
3796,Male,6.4,60.2,XS
3797,Female,8.3,53.4,XS
3798,Female,41.5,126.7,M
3799,Male,34.4,136.9,M
3800,Male,29.4,145.4,XL
3801,Female,10.4,60.4,XS
3802,Female,21.9,113.5,S
3803,Male,19.6,106.7,S
3804,Male,29.7,95.1,S
3805,Male,4.7,54.6,XS
3806,Female,14.7,87.8,S
3807,Male,5.4,76.6,XS
3808,Male,35.9,140.5,M
3809,Male,15.4,94.9,S
3810,Male,33.1,122.3,M
3811,Male,4,42.8,XS
3812,Female,30.5,123.1,M
3813,Female,9.5,56.4,XS
3814,Female,26.4,75.9,XS
3815,Female,27.6,114.1,S
3816,Male,25.5,82.7,S
3817,Female,11.3,105.4,S
3818,Male,3.3,63.7,XS
3819,Male,45.5,173.5,XL
3820,Female,14.2,62.1,XS
3821,Female,22.2,120.3,XL
3822,Male,18.6,94.7,S
3823,Female,13.3,75.9,XS
3824,Female,27,140.3,XL
3825,Female,9.4,76.9,XS
3826,Female,13.2,88.3,S
3827,Male,41.3,161.5,XL
3828,Male,38.8,142.1,M
3829,Male,32.9,152.5,M
3830,Female,37.1,148.2,M
3831,Female,20.4,110.5,S
3832,Female,18.6,93.9,S
3833,Male,21.7,94.3,S
3834,Male,5.2,38.9,XS
3835,Male,13.9,58.4,XS
3836,Male,3,59.7,XS
3837,Female,30.3,100.2,M
3838,Female,33.2,136,M
3839,Female,14.6,88.2,S
3840,Male,35.5,159.9,M
3841,Male,22,113,S
3842,Male,30.9,131.4,M
3843,Male,28.5,123.8,XL
3844,Female,43.2,153.8,M
3845,Male,6.7,58.5,XS
3846,Female,19.3,123.9,XL
3847,Male,43.4,135.3,M
3848,Female,22.9,81.7,S
3849,Female,4.8,53.9,XS
3850,Female,15.7,80,S
3851,Female,23.4,91.5,S
3852,Male,14.7,75.7,XS
3853,Male,43.1,168.8,XL
3854,Female,36.1,162,XL
3855,Male,27.2,139.8,XL
3856,Male,6.8,74.8,XS
3857,Male,17.6,105.8,S
3858,Male,21.4,105.9,S
3859,Male,45.1,159.9,M
3860,Female,9.1,62.5,XS
3861,Male,8.5,55.5,XS
3862,Male,33.2,149.2,M
3863,Male,28.1,138.9,XL
3864,Male,9.2,63.5,XS
3865,Male,10.2,55.1,XS
3866,Male,7.4,61.8,XS
3867,Male,38.8,135.4,M
3868,Female,24.5,74.2,XS
3869,Male,20.5,105.3,S
3870,Female,38.8,118.8,M
3871,Male,34.5,161.4,XL
3872,Female,11.3,90.5,S
3873,Male,-2.7,57.3,XS
3874,Female,10.6,61.4,XS
3875,Female,20.7,91.5,S
3876,Female,27.1,137.8,XL
3877,Male,2.3,52.6,XS
3878,Male,11.8,73.6,XS
3879,Female,33.5,147.6,M
3880,Female,48,164.9,XL
3881,Female,40,150.2,M
3882,Male,-3.1,45.4,XS
3883,Female,37.4,144.8,M
3884,Male,34.7,136.6,M
3885,Male,40.8,155.2,M
3886,Female,9.3,40.5,XS
3887,Male,27,115.9,S
3888,Male,17.2,88.4,S
3889,Male,21.6,112.9,S
3890,Female,42.1,133.2,M
3891,Male,15.3,108.7,S
3892,Female,20,111.3,S
3893,Female,23.1,101,S
3894,Male,30.5,109.3,M
3895,Female,3.4,60.3,XS
3896,Female,13.1,79.5,XS
3897,Female,41.8,172.9,XL
3898,Male,41.8,159.2,M
3899,Female,21.1,136.6,XL
3900,Male,25.4,133.1,XL
3901,Female,1.1,44.1,XS
3902,Male,9.6,63.3,XS
3903,Male,21.9,105.1,S
3904,Male,31.2,122.5,M
3905,Female,10.5,63.7,XS
3906,Female,4.4,40.3,XS
3907,Male,-5.2,60.4,XS
3908,Female,31.9,128.9,M
3909,Male,36.7,132.8,M
3910,Male,9.4,61.5,XS
3911,Male,38.4,158.9,M
3912,Male,9.3,78.8,XS
3913,Female,1.9,82.1,XS
3914,Female,38.2,143.3,M
3915,Female,14.7,60.6,XS
3916,Male,36,135.3,M
3917,Female,39.2,158.9,M
3918,Male,35.6,97,M
3919,Male,30.5,125.2,M
3920,Male,46,178.3,XL
3921,Female,34.6,132.3,M
3922,Male,49.5,169.7,XL
3923,Male,14.4,79.8,XS
3924,Male,4.9,73,XS
3925,Male,21.5,96.7,S
3926,Male,36.3,165.3,XL
3927,Male,30.1,149.1,M
3928,Male,47.1,163,XL
3929,Male,45.7,158.1,M
3930,Male,38.3,152.7,M
3931,Female,35,121,M
3932,Female,9.1,50.4,XS
3933,Female,27.4,125.5,XL
3934,Female,33.2,130.8,M
3935,Female,10.4,57.8,XS
3936,Male,47.9,173.6,XL
3937,Male,15.6,80.6,S
3938,Male,45.6,156,M
3939,Female,13.7,67,XS
3940,Female,36.9,154.3,M
3941,Male,46.9,168.5,XL
3942,Male,40,154.4,M
3943,Male,42.9,150.1,M
3944,Female,14.2,81.1,S
3945,Female,33.7,112.1,M
3946,Male,46,170.7,XL
3947,Male,16.5,95.4,S
3948,Female,35.7,136.5,M
3949,Female,7.1,65.5,XS
3950,Male,34.1,119,M
3951,Female,30.2,140,M
3952,Male,47.5,160.4,XL
3953,Female,27.3,124.8,XL
3954,Female,12.4,81.3,S
3955,Female,34.5,113.6,M
3956,Female,46.5,172.6,XL
3957,Male,16.7,100.8,S
3958,Male,39.2,138.3,M
3959,Male,19.7,79.3,XS
3960,Male,6.2,66.6,XS
3961,Male,-1.5,61.3,XS
3962,Male,44.9,162.7,XL
3963,Female,4.9,60.6,XS
3964,Male,21.8,81.1,S
3965,Female,22.2,75.9,XS
3966,Female,47.9,171.2,XL
3967,Male,52.9,168.6,L
3968,Female,44.2,140.5,M
3969,Female,40.5,141.6,M
3970,Female,42.5,161,XL
3971,Male,34.8,123.1,M
3972,Female,45.5,157.9,M
3973,Female,33,112.3,M
3974,Female,52.7,166.1,L
3975,Female,51.8,166.5,L
3976,Male,0,78.3,XS
3977,Female,0,41.6,XS
3978,Female,-4.6,39.6,XS
3979,Female,28,115.6,S
3980,Female,14,72.7,XS
3981,Male,44.1,156.6,M
3982,Male,19,112.4,S
3983,Female,2.3,63.3,XS
3984,Female,12.8,64.5,XS
3985,Male,15.3,77.6,XS
3986,Female,30.6,114.3,M
3987,Female,28.5,126.9,XL
3988,Female,8,63.3,XS
3989,Female,28.6,114.4,S
3990,Female,36.9,137.6,M
3991,Female,27,156.9,XL
3992,Female,16.1,103.2,S
3993,Female,27.6,132.8,XL
3994,Male,5.2,54,XS
3995,Female,40.1,164.8,XL
3996,Male,9.1,79.3,XS
3997,Female,28.6,74.1,XS
3998,Female,42,144.3,M
3999,Female,33.6,135.7,M
4000,Female,22.1,97.4,S
4001,Male,23.6,103.9,S
4002,Female,4.2,81.4,XS
4003,Female,22.4,96.3,S
4004,Female,40.9,156.9,M
4005,Female,6,58.2,XS
4006,Male,30.4,123.3,M
4007,Female,24.9,95,S
4008,Female,20.2,110.9,S
4009,Male,8.9,49.5,XS
4010,Male,38.5,145.9,M
4011,Male,8.9,80.3,XS
4012,Male,35.5,134,M
4013,Female,33.4,126.5,M
4014,Male,35.2,114.3,M
4015,Female,26.8,118.6,S
4016,Female,21.7,112.6,S
4017,Female,28.6,103.2,S
4018,Male,12.1,91.3,S
4019,Female,41.8,150.9,M
4020,Male,11.8,64.8,XS
4021,Male,22.5,94.3,S
4022,Male,5.5,58.1,XS
4023,Male,14.9,85.4,S
4024,Male,29.5,88.6,S
4025,Male,3.8,65,XS
4026,Female,18.2,74.3,XS
4027,Male,26.9,111.5,S
4028,Female,6,40.9,XS
4029,Male,25.2,131,XL
4030,Female,33.8,136,M
4031,Male,34.2,133.1,M
4032,Male,27.8,135.5,XL
4033,Male,30.6,117.6,M
4034,Male,24.9,129.9,XL
4035,Female,22,113.3,S
4036,Female,32.4,116.4,M
4037,Female,4.7,48.7,XS
4038,Male,14.8,106,S
4039,Male,30.9,112.9,M
4040,Male,21.3,103.8,S
4041,Female,38.4,158.6,M
4042,Female,24.5,96.9,S
4043,Male,52.1,153.6,L
4044,Male,18.6,80.8,S
4045,Female,3,50.6,XS
4046,Male,38.3,151.4,M
4047,Female,29.6,96.1,S
4048,Male,31.4,143.5,M
4049,Male,28.6,100.6,S
4050,Female,20.2,119.4,S
4051,Male,15.2,67.5,XS
4052,Female,37.3,132.2,M
4053,Male,8.4,63.7,XS
4054,Female,26.1,96.2,S
4055,Female,44.6,149.5,M
4056,Female,22,102.3,S
4057,Male,30.8,102.3,M
4058,Male,16.9,103,S
4059,Male,-8.6,52.3,XS
4060,Female,29.1,118.1,S
4061,Male,48.5,154.5,M
4062,Female,27.7,83.3,S
4063,Male,9.7,67,XS
4064,Female,19.8,109.5,S
4065,Male,33.2,129.6,M
4066,Male,-0.5,48.2,XS
4067,Male,39.4,148.9,M
4068,Male,39.6,143.9,M
4069,Female,42.5,174.9,XL
4070,Female,23.6,117.2,S
4071,Female,47.4,165.1,XL
4072,Female,27,100.1,S
4073,Male,36.1,150.7,M
4074,Female,47,172.6,XL
4075,Male,10.5,55.4,XS
4076,Male,39.2,134.6,M
4077,Male,27.8,125.9,XL
4078,Female,16.6,119.6,S
4079,Male,8.9,73.2,XS
4080,Male,35.8,133.9,M
4081,Male,39.8,163.5,XL
4082,Male,42.6,161.7,XL
4083,Female,9.1,72.7,XS
4084,Male,39.1,139.7,M
4085,Female,18.3,87.2,S
4086,Female,24.9,122.3,XL
4087,Male,9.6,49.8,XS
4088,Male,24.7,95.4,S
4089,Male,21,74.9,XS
4090,Male,31.7,119.5,M
4091,Female,6.5,57.4,XS
4092,Female,14.5,74,XS
4093,Male,44,155.8,M
4094,Male,30,125,M
4095,Male,14.2,49.9,XS
4096,Female,42.4,151.9,M
4097,Female,0.2,61.5,XS
4098,Female,11.4,60.4,XS
4099,Male,45.6,150.3,M
4100,Male,31.8,124,M
4101,Male,41.2,156.6,M
4102,Male,-0.3,44.7,XS
4103,Male,13.1,71.7,XS
4104,Female,26.2,102.1,S
4105,Female,26.4,126.8,XL
4106,Female,41.2,142.2,M
4107,Male,15.3,72.7,XS
4108,Male,14.7,69.6,XS
4109,Male,26.8,135.8,XL
4110,Male,12.8,68.2,XS
4111,Female,32.9,136.8,M
4112,Male,32.3,113.1,M
4113,Male,37.7,158.1,M
4114,Male,15.9,107.6,S
4115,Male,12,95.5,S
4116,Female,24.5,121,XL
4117,Female,4.9,44.8,XS
4118,Female,46.4,160.3,XL
4119,Female,18.8,100.5,S
4120,Male,15.6,111.6,S
4121,Female,22.4,100.5,S
4122,Female,22.6,109.3,S
4123,Male,50.5,168.3,L
4124,Female,31.2,131,M
4125,Female,23.3,117.7,S
4126,Male,15,99.1,S
4127,Male,30.5,112.8,M
4128,Female,1.1,47.1,XS
4129,Male,45.9,159.6,M
4130,Female,30.5,144.7,M
4131,Male,26,144.1,XL
4132,Male,25.9,137.9,XL
4133,Male,35.9,145.1,M
4134,Male,20.7,81.3,S
4135,Female,33.8,119.9,M
4136,Female,9.2,54.5,XS
4137,Female,6.2,40.7,XS
4138,Male,41.5,145.3,M
4139,Female,18.3,96.8,S
4140,Female,23.3,80,S
4141,Male,21.1,97.2,S
4142,Female,28.2,113.4,S
4143,Male,39.6,163.5,XL
4144,Male,12.5,82.4,S
4145,Female,16.5,90.2,S
4146,Male,38.6,154.7,M
4147,Female,27.9,137,XL
4148,Male,11.7,70.1,XS
4149,Male,34.3,129.7,M
4150,Male,25.6,94.2,S
4151,Male,4.1,58,XS
4152,Female,42,169.5,XL
4153,Female,39.3,142.3,M
4154,Female,5.7,48.3,XS
4155,Female,32.5,80.2,M
4156,Male,9.2,72.3,XS
4157,Female,28.6,136,XL
4158,Male,30.9,141.2,M
4159,Female,50.1,153.6,L
4160,Female,25,93.8,S
4161,Male,24.9,97,S
4162,Female,7.5,48.3,XS
4163,Female,22.2,109.5,S
4164,Female,45.3,161.2,XL
4165,Male,13.5,83.6,S
4166,Female,34.7,135.7,M
4167,Male,11.1,78.8,XS
4168,Female,6.4,64.4,XS
4169,Female,4.4,69.1,XS
4170,Male,2.3,61.6,XS
4171,Male,37,119.9,M
4172,Female,35.7,169.6,XL
4173,Female,41.5,150.8,M
4174,Male,18.7,85.4,S
4175,Female,3.7,53.4,XS
4176,Male,10.7,82.4,S
4177,Female,26.1,110.6,S
4178,Male,38.2,123.8,M
4179,Female,35.8,136.8,M
4180,Female,40.5,157.5,M
4181,Male,7.8,43.8,XS
4182,Female,7.8,81.1,XS
4183,Female,18.7,83.2,S
4184,Male,18.8,95.4,S
4185,Female,28.9,134.4,XL
4186,Female,10.3,74.4,XS
4187,Female,23.5,112.9,S
4188,Female,19.5,82.7,S
4189,Male,17.9,86.8,S
4190,Female,27.2,148.4,XL
4191,Female,33.6,103.1,M
4192,Male,38,154.8,M
4193,Male,30.9,110.5,M
4194,Female,44,134.5,M
4195,Female,8.8,71.2,XS
4196,Male,40.9,180.7,XL
4197,Male,46.6,171.2,XL
4198,Male,15,87.8,S
4199,Male,30.8,139.7,M
4200,Female,48.5,166,XL
4201,Female,31.4,136.4,M
4202,Female,32,152.5,M
4203,Female,38.4,175.3,XL
4204,Male,47.4,176.3,XL
4205,Male,40.1,151.5,M
4206,Female,-0.4,50.6,XS
4207,Female,13.8,99.5,S
4208,Female,2.3,62,XS
4209,Male,26.9,123.9,XL
4210,Male,16,86.9,S
4211,Male,17,78.7,XS
4212,Female,9.1,77.2,XS
4213,Female,31.2,125.5,M
4214,Female,8.2,62.4,XS
4215,Male,11.5,75.8,XS
4216,Female,35,151.6,M
4217,Male,24.9,98,S
4218,Male,0.6,47.9,XS
4219,Female,38.5,153.9,M
4220,Male,1.5,63,XS
4221,Female,37.6,167.8,XL
4222,Male,13.4,109,S
4223,Male,30.7,130.9,M
4224,Male,24.8,110.1,S
4225,Male,19.7,101.1,S
4226,Male,22.3,112.2,S
4227,Male,24,110.7,S
4228,Female,1.4,55.8,XS
4229,Male,19.4,83.6,S
4230,Male,38,144.2,M
4231,Male,42.3,155,M
4232,Female,24.7,138.1,XL
4233,Male,37.3,130.4,M
4234,Male,4.7,69.4,XS
4235,Female,7.3,52.6,XS
4236,Male,5.8,57.8,XS
4237,Female,43,129.3,M
4238,Female,33.8,139.1,M
4239,Female,33.4,117.2,M
4240,Female,32.1,102.5,M
4241,Female,10.4,78.8,XS
4242,Male,35.4,129.1,M
4243,Male,26.9,110.3,S
4244,Male,10.5,64.6,XS
4245,Female,46.7,153.6,M
4246,Male,30.3,134.1,M
4247,Male,4.5,64.4,XS
4248,Male,46.4,172.8,XL
4249,Female,10.6,67.4,XS
4250,Female,-5.5,45,XS
4251,Female,17.2,92.3,S
4252,Female,39.5,145.3,M
4253,Male,11.4,78.7,XS
4254,Female,38,165.5,XL
4255,Male,30,119.6,M
4256,Female,47.6,168.1,XL
4257,Male,35.7,138.8,M
4258,Male,21.8,88.8,S
4259,Female,44.2,132.4,M
4260,Male,23.1,108.8,S
4261,Male,14,68.8,XS
4262,Male,22.1,98.1,S
4263,Male,43.2,173.6,XL
4264,Male,3.6,62.7,XS
4265,Female,19.3,86.1,S
4266,Female,46.7,162.3,XL
4267,Female,5.2,54.1,XS
4268,Female,30.6,128.7,M
4269,Female,28.6,130.4,XL
4270,Female,19.5,102.8,S
4271,Female,4.3,58.6,XS
4272,Female,34.6,119,M
4273,Male,6.6,50.4,XS
4274,Female,26.4,119.2,S
4275,Male,34.6,128.4,M
4276,Female,-2.7,58.7,XS
4277,Male,22.9,96.3,S
4278,Male,24,90,S
4279,Female,16,83.5,S
4280,Male,41.5,158.3,M
4281,Male,28.8,125.8,XL
4282,Male,13.8,54.3,XS
4283,Female,27.9,119.3,S
4284,Male,11.9,65.9,XS
4285,Female,4,55.9,XS
4286,Male,16.2,74.7,XS
4287,Female,13.2,107.1,S
4288,Male,39.3,149,M
4289,Female,5.6,57.3,XS
4290,Male,20.2,90.3,S
4291,Male,30.8,133.9,M
4292,Female,33,95.8,M
4293,Female,-1.5,58.8,XS
4294,Female,25.6,128.1,XL
4295,Female,10.6,39,XS
4296,Male,34.7,137,M
4297,Female,4.6,73.2,XS
4298,Male,44,167.3,XL
4299,Female,25.9,104.4,S
4300,Female,31.7,88.4,M
4301,Male,7.6,67.4,XS
4302,Male,36.9,151.3,M
4303,Female,32.5,117.6,M
4304,Female,37.3,158.4,M
4305,Male,38.9,145.9,M
4306,Male,18.8,116.8,S
4307,Female,6.1,61.9,XS
4308,Male,34.2,140.2,M
4309,Male,33.9,168.7,XL
4310,Female,22,69.7,XS
4311,Male,46.5,183.3,XL
4312,Female,41.8,166.8,XL
4313,Female,20.9,107.7,S
4314,Male,5.8,79.5,XS
4315,Male,4.6,61.5,XS
4316,Male,24,111.7,S
4317,Female,45.3,154.5,M
4318,Male,11.3,80.4,S
4319,Male,22.8,122,XL
4320,Female,32,135.1,M
4321,Male,40.7,151,M
4322,Female,16.8,81.3,S
4323,Male,29.2,118.2,S
4324,Male,38.2,172.9,XL
4325,Female,16.9,70.1,XS
4326,Female,-4.3,53,XS
4327,Female,50.6,163.6,L
4328,Male,31.7,141.6,M
4329,Female,5.8,56.3,XS
4330,Male,38.6,134.1,M
4331,Male,12.2,87.6,S
4332,Female,14.1,85.1,S
4333,Female,39.4,135,M
4334,Male,46.3,161.9,XL
4335,Male,16.5,67.5,XS
4336,Male,50.9,175.9,L
4337,Female,20.7,85.7,S
4338,Female,39.7,145.2,M
4339,Male,6.7,71.2,XS
4340,Male,36.9,158.4,M
4341,Female,38.3,140,M
4342,Male,18.3,104.4,S
4343,Female,28.8,121.4,XL
4344,Male,8.6,69.2,XS
4345,Male,29.9,120.4,XL
4346,Female,21.1,94.7,S
4347,Female,13.5,58.2,XS
4348,Male,38.6,135.7,M
4349,Male,34.9,160.1,XL
4350,Male,31.6,134.2,M
4351,Female,35.4,154.5,M
4352,Male,6.6,43.7,XS
4353,Male,15.2,54,XS
4354,Female,4,53.3,XS
4355,Male,37,141.2,M
4356,Male,15.3,92.4,S
4357,Female,13.3,67.6,XS
4358,Male,27.5,127.2,XL
4359,Male,34.7,129.6,M
4360,Male,28.8,102.1,S
4361,Male,2.8,58.4,XS
4362,Female,29.3,128.7,XL
4363,Male,14.6,114.7,S
4364,Male,29.1,92.3,S
4365,Male,18.7,105,S
4366,Female,33.5,111.9,M
4367,Male,22.4,81.5,S
4368,Female,22.8,137.1,XL
4369,Female,28.5,115.7,S
4370,Female,12.8,94,S
4371,Female,28.5,146.4,XL
4372,Male,1.4,55.9,XS
4373,Female,46.1,139.3,M
4374,Female,22,122.8,XL
4375,Male,35.2,144.7,M
4376,Female,15.1,72.5,XS
4377,Male,36.6,148.2,M
4378,Male,14.8,57.4,XS
4379,Male,35.3,156.6,M
4380,Male,28.3,129.5,XL
4381,Male,0.9,51.7,XS
4382,Male,39.6,166.2,XL
4383,Female,26.6,102.6,S
4384,Male,0.5,58.1,XS
4385,Female,38.1,161.9,XL
4386,Female,41.6,156.6,M
4387,Female,18.4,108.9,S
4388,Male,16.3,81.2,S
4389,Male,35.4,167.7,XL
4390,Male,48.1,169.2,XL
4391,Male,36.3,164.7,XL
4392,Female,16.9,87.3,S
4393,Male,0.8,53.7,XS
4394,Male,19.7,92.7,S
4395,Female,21,89.6,S
4396,Female,-0.1,56.9,XS
4397,Female,30.7,137.2,M
4398,Female,38.4,127.1,M
4399,Female,3.3,62.2,XS
4400,Male,29.1,132.8,XL
4401,Male,35.1,141.2,M
4402,Female,20.9,106.3,S
4403,Male,13,72.6,XS
4404,Male,23,97.6,S
4405,Female,36.2,150.8,M
4406,Male,37.6,112.5,M
4407,Male,7,61.6,XS
4408,Male,6.6,60,XS
4409,Female,30.5,133.2,M
4410,Female,38.9,142.4,M
